track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,64714573,140,Major,89,75,70,6,0,13,5
Worst Day,Future,1,2022,2,11,50746620,89,Major,65,60,60,11,0,10,40
Malvada,ZÃ¯Â¿Â½Ã¯Â¿Â½ Fe,1,2022,1,28,154119539,135,Minor,89,89,86,16,0,8,5
Hrs and Hrs,Muni Long,1,2021,11,19,181328253,140,Minor,51,66,53,60,0,11,18
Alien Blues,Vundabar,1,2015,7,24,370068639,82,Major,47,44,76,8,91,9,3
Thinking Out Loud,Ed Sheeran,1,2014,1,1,2280566092,79,Major,78,58,45,47,0,18,3
Still Don't Know My Name,Labrinth,1,2019,10,4,563902868,88,Major,31,31,63,47,27,21,12
Christmas Tree,V,1,2021,12,24,317622165,139,Major,44,18,38,70,0,12,4
Mal Feito - Ao Vivo,"MarÃ¯Â¿Â½Ã¯Â¿Â½lia MendonÃ¯Â¿Â½Ã¯Â¿Â½a, Hugo & G",2,2022,1,14,291709698,124,Minor,73,68,83,55,0,90,7
When I R.I.P.,Labrinth,1,2019,10,4,203680270,80,Minor,39,45,55,73,0,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,81350745,120,Minor,84,54,51,47,0,12,40
Forever,Labrinth,1,2019,10,4,282883169,80,Minor,56,19,46,92,72,11,3
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,64787943,117,Major,92,62,86,11,0,24,24
SeÃ¯Â¿Â½Ã¯Â¿Â½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,2484812918,117,Minor,76,77,52,4,0,8,3
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,461437791,140,Minor,62,46,73,10,0,67,11
Adore You,Harry Styles,1,2019,12,6,1439191367,99,Major,68,57,77,2,0,10,5
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,759208783,93,Major,74,59,87,3,0,8,5
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,368646862,106,Major,44,8,20,74,42,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,299634472,124,Major,81,68,63,17,0,10,22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,756907987,95,Major,76,96,70,18,0,33,4
Una Noche en MedellÃ¯Â¿Â½,Cris Mj,1,2022,1,21,682475162,96,Minor,87,82,53,10,0,5,8
Envolver,Anitta,1,2021,11,11,546191065,92,Minor,81,40,73,15,0,9,8
Starlight,Dave,1,2022,3,3,229473310,124,Major,95,36,37,35,0,10,28
Hati-Hati di Jalan,Tulus,1,2022,3,3,202677468,72,Major,64,76,44,70,9,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,121913181,71,Minor,28,26,20,19,0,30,3
DANÃ¯Â¿Â½Ã¯Â¿Â½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,208166039,135,Minor,78,55,57,4,0,10,8
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,527033089,95,Major,81,56,70,4,0,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,94616487,71,Minor,59,70,74,56,0,11,40
Jordan,Ryan Castro,1,2021,4,30,394030335,180,Minor,80,71,68,6,0,10,37
Nail Tech,Jack Harlow,1,2022,2,18,193443895,150,Minor,65,11,58,0,0,12,9
Chale,Eden MuÃ¯Â¿Â½Ã¯,1,2022,2,18,299648208,189,Major,55,86,44,40,0,7,4
DARARI,Treasure,1,2022,2,15,182978249,85,Major,72,55,64,49,0,7,4
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,319757142,140,Major,59,73,45,44,0,34,3
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,109091573,81,Major,77,68,70,6,0,17,20
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,153240879,104,Minor,80,24,65,2,0,9,4
this is what falling in love feels like,JVKE,1,2021,9,3,346127840,129,Major,42,33,44,62,0,8,6
La Zona,Bad Bunny,1,2020,2,29,312622938,94,Minor,76,81,80,20,0,25,4
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,2197010679,71,Minor,41,23,40,27,0,30,5
Hope,XXXTENTACION,1,2018,3,16,1200808494,146,Minor,59,23,46,66,0,15,6
Levitating,Dua Lipa,1,2020,3,27,797196073,103,Minor,69,90,88,5,0,29,8
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,1970673297,124,Major,53,66,78,0,0,16,5
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,665765558,164,Minor,70,71,58,24,0,7,13
MonÃ¯Â¿Â½Ã¯Â¿Â½y so,YEAT,1,2021,9,10,263779030,138,Major,69,35,57,12,0,10,9
Demasiadas Mujeres,C. Tangana,1,2020,10,8,339473453,126,Minor,67,37,46,13,0,10,39
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,2204080728,103,Minor,61,47,65,3,0,17,4
Closer,"The Chainsmokers, Halsey",2,2016,5,31,2591224264,95,Major,75,64,52,41,0,11,3
O.O,NMIXX,1,2022,2,22,135444283,200,Minor,39,28,77,4,0,6,29
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,1457139296,129,Major,86,75,52,54,0,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,236872197,98,Minor,68,33,43,38,0,36,14
First Class,Jack Harlow,1,2022,4,8,694525298,107,Major,91,32,56,3,0,11,10
Plan A,Paulo Londra,1,2022,3,23,240661097,174,Major,58,56,83,5,0,7,4
Fuera del mercado,Danny Ocean,1,2022,2,17,421365166,92,Major,45,27,67,32,0,13,14
X Ã¯Â¿Â½Ã¯Â¿Â½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,349746291,90,Major,81,59,83,9,0,11,5
When You're Gone,Shawn Mendes,1,2022,3,31,255120451,147,Major,60,58,69,2,0,58,4
In My Head,Lil Tjay,1,2022,4,1,190981339,143,Major,68,41,55,16,0,10,12
Wait a Minute!,Willow,1,2015,1,11,924193303,101,Minor,76,63,71,3,0,10,3
LOVE DIVE,IVE,1,2022,4,5,305771063,118,Minor,70,54,71,0,0,33,4
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,273005485,98,Minor,83,63,74,14,0,16,6
Chance,Paulo Londra,1,2022,4,6,89566512,138,Minor,72,22,46,24,0,9,6
Cool for the Summer,Demi Lovato,1,2015,1,1,677389855,114,Minor,59,30,62,1,0,8,4
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,75476209,180,Minor,63,45,64,34,0,9,8
Angel Baby,Troye Sivan,1,2021,9,9,408843328,145,Major,56,41,57,1,0,13,3
Vampiro,"MatuÃ¯Â¿Â½Ã¯Â¿Â½, Wiu, ",3,2022,1,30,187772591,115,Minor,78,63,64,1,0,7,4
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,178512385,82,Major,79,48,84,13,0,21,23
Right On,Lil Baby,1,2022,4,8,101780047,166,Major,70,22,61,2,0,10,34
Me ArrepentÃ¯Â¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,118381354,92,Major,86,91,79,29,0,60,16
That's Hilarious,Charlie Puth,1,2022,4,8,146363130,108,Major,71,55,44,74,0,11,6
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,126443991,84,Minor,71,63,45,45,0,11,3
RUMBATÃ¯Â¿Â½,Daddy Yankee,1,2022,3,25,157990698,95,Minor,69,90,91,6,0,35,4
sentaDONA (Remix) s2,"LuÃ¯Â¿Â½Ã¯Â¿Â½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,176290831,135,Minor,93,77,45,25,0,13,27
Falling,Harry Styles,1,2019,12,13,1023187129,110,Major,57,6,27,84,0,9,3
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,106933107,88,Major,89,59,64,5,0,19,7
Fim de Semana no Rio,teto,1,2022,3,30,139193812,119,Minor,87,28,50,12,0,10,10
MANIAC,Stray Kids,1,2022,3,18,212234990,120,Major,58,71,80,15,0,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,1714490998,122,Major,86,97,80,36,0,9,6
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,197643795,98,Major,78,83,75,41,0,27,8
Golden,Harry Styles,1,2019,12,13,807015863,140,Minor,45,25,84,21,0,13,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,933815613,116,Minor,79,87,81,4,0,10,4
Ain't Shit,Doja Cat,1,2021,6,25,499710590,124,Major,86,62,49,51,0,35,21
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and PixarÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,120847157,105,Minor,91,73,72,13,0,9,15
Still Life,BIGBANG,1,2022,4,5,53909146,118,Major,68,24,58,44,0,6,3
Photograph,Ed Sheeran,1,2014,6,20,2236667932,108,Major,61,20,38,61,0,10,5
Love Yourself,Justin Bieber,1,2015,11,9,2123309722,100,Major,61,53,38,84,0,28,44
N95,Kendrick Lamar,1,2022,5,13,301242089,140,Minor,81,39,66,38,0,12,14
About Damn Time,Lizzo,1,2022,4,14,723894473,109,Minor,84,72,74,10,0,34,7
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,237351106,101,Minor,78,40,74,36,0,17,27
DespuÃ¯Â¿Â½Ã¯Â¿Â½s de la P,Bad Bunny,1,2022,5,6,461558540,78,Major,56,61,90,36,0,18,31
Un Ratito,Bad Bunny,1,2022,5,6,417230415,93,Minor,79,22,55,31,0,12,5
United In Grief,Kendrick Lamar,1,2022,5,13,156898322,87,Major,52,32,83,24,0,17,43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,127309180,153,Minor,55,50,78,19,0,11,35
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,313113297,142,Major,87,93,59,28,0,17,5
Rich Spirit,Kendrick Lamar,1,2022,5,13,173702135,96,Minor,85,41,43,39,0,12,21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,271666301,125,Major,50,39,78,4,0,11,33
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,305650299,85,Major,71,43,65,23,0,9,5
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,123216717,140,Minor,92,78,57,46,0,14,9
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,479655659,196,Minor,66,58,79,23,0,22,20
Count Me Out,Kendrick Lamar,1,2022,5,13,126191104,134,Major,78,51,43,69,0,14,9
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,344055883,103,Minor,80,45,62,76,0,10,38
Dos Mil 16,Bad Bunny,1,2022,5,6,338422004,130,Major,82,50,67,12,0,13,5
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,68895644,108,Major,65,52,69,31,0,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,86176890,123,Major,61,66,71,53,0,32,46
Un Coco,Bad Bunny,1,2022,5,6,403231558,152,Major,84,74,69,21,0,18,6
Otro Atardecer,"Bad Bunny, The MarÃ¯Â¿Â½Ã¯",2,2022,5,6,319546754,108,Major,78,55,60,59,0,7,4
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,61739839,72,Minor,56,56,47,76,0,8,36
Aguacero,Bad Bunny,1,2022,5,6,283359161,121,Minor,86,67,65,42,0,35,7
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,76831876,138,Minor,57,71,82,19,0,15,29
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,283332261,188,Minor,50,41,50,69,0,12,6
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,307752576,110,Major,80,26,85,23,0,11,21
EnsÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ame ,Bad Bunny,1,2022,5,6,279737940,105,Major,81,77,79,19,0,47,8
El ApagÃ¯Â¿Â½,Bad Bunny,1,2022,5,6,212351890,118,Major,63,60,70,5,0,9,31
Callaita,"Bad Bunny, Tainy",2,2019,5,31,1304313953,176,Major,61,24,62,60,0,24,31
Dua Lipa,Jack Harlow,1,2022,5,6,150500965,158,Major,83,41,65,0,10,11,8
Agosto,Bad Bunny,1,2022,5,6,246127838,115,Minor,85,72,58,9,0,49,12
House Of Memories,Panic! At The Disco,1,2016,1,15,582863434,110,Minor,51,48,82,0,0,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,58687425,174,Major,73,26,54,30,0,34,32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,212109195,130,Major,91,91,96,3,0,3,9
In The Stars,Benson Boone,1,2022,4,29,382199619,78,Major,36,30,54,34,0,14,5
Rich - Interlude,Kendrick Lamar,1,2022,5,13,41210087,104,Major,44,74,42,88,0,9,9
SUPERMODEL,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1,2022,5,13,231657891,121,Major,64,80,88,0,0,12,6
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,53729194,105,Major,83,32,82,14,0,12,4
Thousand Miles,The Kid Laroi,1,2022,4,22,244741137,81,Major,38,20,66,9,0,9,8
Crown,Kendrick Lamar,1,2022,5,13,42485571,170,Minor,37,14,24,80,0,11,4
Auntie Diaries,Kendrick Lamar,1,2022,5,13,37778188,78,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,254218729,125,Major,88,28,66,6,0,13,31
Mirror,Kendrick Lamar,1,2022,5,13,53603447,92,Minor,66,29,65,23,0,8,7
Beautiful Girl,Luciano,1,2022,4,22,160035717,140,Minor,84,61,42,31,0,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,164163229,96,Major,61,32,90,25,0,10,9
Savior - Interlude,Kendrick Lamar,1,2022,5,13,37091576,118,Minor,66,83,43,84,0,19,19
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,284249832,92,Minor,71,67,60,7,0,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,33381454,140,Minor,49,50,37,87,0,11,35
TUS LÃ¯Â¿Â½Ã¯Â¿Â½GR,"Sech, Mora",2,2022,4,1,184622518,174,Major,68,45,71,18,0,11,25
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,300983101,127,Major,77,53,78,19,0,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,121077868,96,Major,71,37,52,62,0,11,36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,106919680,150,Minor,82,82,66,13,0,11,6
ZOOM,Jessi,1,2022,4,13,136996305,100,Major,87,46,60,1,0,13,16
SloMo,Chanel,1,2021,12,24,65719930,105,Minor,73,59,81,13,0,9,6
FEARLESS,LE SSERAFIM,1,2022,5,2,229497852,104,Major,86,43,62,5,0,13,14
10 Things I Hate About You,Leah Kate,1,2022,3,23,185550869,154,Major,54,45,79,1,0,17,5
SPACE MAN,Sam Ryder,1,2022,2,22,54682594,80,Major,47,33,83,18,0,10,5
With you,"HA SUNG WOON, Jimin",2,2022,4,24,240580042,150,Major,53,14,43,64,0,13,3
Iris,The Goo Goo Dolls,1,1998,3,31,1284942608,156,Minor,32,49,72,0,0,9,4
The Heart Part 5,Kendrick Lamar,1,2022,5,8,71423324,98,Minor,76,79,81,18,0,6,34
San Lucas,Kevin Kaarl,1,2019,11,7,244891912,92,Major,58,27,36,86,0,9,3
This Love (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Ve,Taylor Swift,1,2022,5,6,132171975,144,Major,47,7,50,32,0,7,4
Good Looking,Suki Waterhouse,1,2017,10,20,184706613,150,Major,37,27,56,8,0,13,3
Flowers,Lauren Spencer Smith,1,2021,8,9,184826429,138,Major,70,31,44,84,0,9,39
Yet To Come,BTS,1,2022,6,10,302006641,172,Major,56,68,89,4,0,33,19
Run BTS,BTS,1,2022,6,10,330881149,77,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,334733572,107,Major,72,36,72,26,6,11,4
Matilda,Harry Styles,1,2022,5,20,366214458,114,Major,51,39,29,90,0,10,4
For Youth,BTS,1,2022,6,10,114546317,117,Major,63,29,51,43,0,25,4
Daylight,Harry Styles,1,2022,5,20,290833204,146,Major,69,63,45,48,0,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,448500832,160,Minor,80,74,60,8,0,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,136676504,120,Major,88,15,56,1,0,8,6
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,190625045,100,Minor,82,76,70,16,0,8,5
Born Singer,BTS,1,2022,6,10,79095270,158,Minor,60,68,84,4,0,24,11
Little Freak,Harry Styles,1,2022,5,20,273194684,142,Major,56,40,54,72,0,10,4
La Llevo Al Cielo (Ft. Ã¯Â¿Â½Ã¯Â¿Â½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,333146475,170,Minor,80,77,85,11,0,17,14
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,194902696,84,Minor,71,39,86,2,0,51,25
Satellite,Harry Styles,1,2022,5,20,311482393,139,Major,58,30,46,14,0,9,3
Pass The Dutchie,Musical Youth,1,1982,1,1,195918494,151,Major,73,88,67,20,0,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,248511839,128,Minor,82,42,75,6,0,63,6
Love Of My Life,Harry Styles,1,2022,5,20,233671263,118,Major,56,20,54,67,0,6,5
Grapejuice,Harry Styles,1,2022,5,20,199587884,183,Major,65,88,72,36,14,20,3
So Good,Halsey,1,2022,6,9,91781263,83,Minor,63,29,62,4,0,18,4
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,383835984,122,Major,85,42,80,6,0,17,14
Keep Driving,Harry Styles,1,2022,5,20,236060709,165,Major,72,90,48,32,0,18,23
Cinema,Harry Styles,1,2022,5,20,189236868,106,Minor,83,90,64,35,5,9,4
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,160845341,77,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,588955257,91,Major,57,30,89,10,0,33,8
Hold My Hand,Lady Gaga,1,2022,5,3,238350348,148,Major,51,21,63,5,0,41,3
Daydreaming,Harry Styles,1,2022,5,20,187703102,114,Minor,71,90,81,31,2,13,3
Numb,"Marshmello, Khalid",2,2022,6,10,295307001,120,Minor,91,63,77,12,1,10,5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,138334433,92,Major,83,56,82,10,0,9,5
Me and Your Mama,Childish Gambino,1,2016,11,10,445590495,118,Major,56,25,45,1,3,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,286739476,123,Minor,60,46,71,3,0,16,4
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,1122364376,89,Major,52,28,48,54,1,19,3
Antes de Perderte,Duki,1,2022,6,2,157136970,110,Minor,81,61,93,49,0,12,11
Boyfriends,Harry Styles,1,2022,5,20,137070925,118,Major,42,32,20,94,0,11,4
295,Sidhu Moose Wala,1,2021,5,15,183273246,90,Minor,68,54,76,21,0,11,20
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,184807630,130,Major,49,14,40,82,0,11,3
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,164856284,154,Minor,70,97,62,47,0,10,4
Master of Puppets (Remastered),Metallica,1,1986,3,3,704171068,105,Minor,54,59,83,0,44,20,4
BREAK MY SOUL,BeyoncÃ¯Â¿,1,2022,6,21,354614964,115,Minor,70,87,88,4,0,26,8
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,279717388,110,Major,91,59,82,8,0,6,8
Massive,Drake,1,2022,6,17,195628667,125,Minor,51,5,68,12,2,15,6
Betty (Get Money),Yung Gravy,1,2022,6,10,221752937,102,Major,73,62,75,0,0,34,8
Ojos Marrones,Lasso,1,2022,2,6,263280370,120,Minor,81,72,65,4,0,14,4
POP!,Nayeon,1,2022,6,24,213505179,97,Major,80,36,86,4,0,3,5
Layla,"SchÃ¯Â¿Â½Ã¯Â¿Â½rze, DJ R",2,2022,3,24,130419412,140,Minor,44,41,92,0,0,44,7
MORE,j-hope,1,2022,7,1,155795783,97,Major,78,31,72,1,0,11,4
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,1553497987,125,Major,45,67,90,9,11,10,5
Last Last,Burna Boy,1,2022,5,12,293466523,88,Minor,80,55,56,13,0,8,9
SNAP,Rosa Linn,1,2022,3,19,711366595,170,Major,56,52,64,11,0,45,7
Sticky,Drake,1,2022,6,17,191448892,137,Minor,88,8,49,9,0,9,14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,85924992,157,Major,88,52,69,0,0,8,23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,176103902,130,Major,95,83,57,54,0,10,25
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,121189256,90,Major,85,80,83,10,0,8,11
die first,Nessa Barrett,1,2022,6,24,131746175,183,Minor,44,44,67,7,0,12,13
Afraid To Feel,LF System,1,2022,5,2,244790012,128,Major,58,68,91,2,0,27,11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,129314708,130,Minor,71,78,40,46,0,7,45
cÃ¯Â¿Â½Ã¯Â¿Â½mo dormi,Rels B,1,2022,8,4,331511413,126,Major,63,56,43,24,0,12,23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,219196651,120,Major,77,94,87,2,0,23,12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,170732845,130,Minor,72,18,46,7,0,28,8
Caile,Luar La L,1,2020,12,18,273914335,122,Major,70,46,76,30,0,9,45
Si Te La Encuentras Por AhÃ¯Â¿,Feid,1,2022,8,5,179061440,172,Minor,74,46,58,15,0,13,8
GIVENCHY,Duki,1,2022,7,20,185236961,103,Major,61,38,62,14,0,23,40
ALIEN SUPERSTAR,BeyoncÃ¯Â¿,1,2022,7,29,171788484,122,Minor,55,46,64,0,0,17,10
Mary On A Cross,Ghost,1,2019,9,13,387080183,130,Major,47,56,90,0,0,10,4
Attention,NewJeans,1,2022,8,1,264717480,105,Minor,81,70,65,24,0,8,4
THE SHADE,Rex Orange County,1,2022,3,11,244928911,120,Major,90,73,51,39,0,9,6
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,97610446,145,Major,56,43,53,24,0,12,4
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,287278853,99,Minor,79,64,59,28,0,11,14
Heartless,Kanye West,1,2008,1,1,887906111,88,Minor,79,66,65,5,0,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,123473120,126,Major,81,90,73,28,0,29,4
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,295152154,136,Major,77,71,75,33,1,13,4
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,323455692,113,Major,70,97,59,55,0,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,240918092,132,Major,82,49,88,20,0,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,191873381,135,Major,77,74,74,47,0,34,8
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,284216603,126,Major,67,49,77,11,0,19,11
Forget Me,Lewis Capaldi,1,2022,9,9,239411309,102,Minor,67,72,74,30,0,36,4
After LIKE,IVE,1,2022,8,22,265548837,125,Major,68,80,92,10,0,9,12
Bound 2,Kanye West,1,2013,1,1,703301727,149,Major,37,28,66,14,0,9,5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,244585109,137,Major,74,71,89,24,61,15,5
Talk that Talk,TWICE,1,2022,8,26,189476119,120,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Armani White,1,2022,1,20,277132266,100,Major,90,75,50,11,0,9,26
Ferxxo 100,Feid,1,2022,6,3,278920007,164,Minor,70,58,57,25,0,15,7
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,222410722,93,Minor,65,79,66,31,0,22,7
Prohibidox,Feid,1,2022,9,13,185392587,180,Minor,65,52,80,5,0,6,25
Static,Steve Lacy,1,2022,7,15,202452860,79,Major,34,22,31,43,63,10,7
The Scientist,Coldplay,1,2002,8,5,1608164312,146,Major,56,21,44,73,0,11,2
Sparks,Coldplay,1,2000,7,10,624101957,103,Major,37,17,27,75,5,10,3
Talk,YEAT,1,2022,9,2,148461629,140,Minor,70,26,76,8,0,54,23
XQ Te Pones AsÃ¯Â¿,"Yandel, Feid",2,2022,9,13,47093942,92,Major,81,48,70,13,0,15,7
Selfish,PnB Rock,1,2016,6,23,380319238,102,Minor,64,4,60,11,0,19,4
Sin SeÃ¯Â¿Â½Ã¯,"Ovy On The Drums, Quevedo",2,2022,7,22,209106362,118,Minor,82,75,85,33,1,11,4
Lady Mi Amor,Feid,1,2022,9,13,53987404,93,Major,78,75,62,6,0,15,6
Poland,Lil Yachty,1,2022,6,23,115331792,150,Minor,70,26,56,14,83,11,5
THE LONELIEST,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1,2022,10,7,225093344,130,Major,52,24,60,0,0,8,3
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,84697729,83,Minor,65,24,53,6,0,51,4
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,159240673,102,Major,84,43,75,5,0,6,8
Nxde,(G)I-DLE,1,2022,10,17,170709584,136,Minor,73,65,91,4,0,48,18
Miss You,Southstar,1,1982,5,16,154356956,145,Major,66,24,58,17,0,19,5
we fell in love in october,girl in red,1,2018,11,21,723043854,130,Major,57,24,37,11,18,16,3
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,247689123,156,Major,72,92,77,9,0,8,11
Celestial,Ed Sheeran,1,2022,9,29,176474912,123,Major,57,50,85,5,0,16,4
Typa Girl,BLACKPINK,1,2022,9,16,235549288,132,Major,92,53,62,7,0,63,10
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,140430339,125,Minor,49,13,74,0,0,9,4
California Breeze,Lil Baby,1,2022,10,14,85559365,162,Minor,74,22,67,0,0,11,46
Bamba (feat. Aitch & BIA),"Luciano, Aitch, BÃ¯Â¿Â½",3,2022,9,22,146223492,138,Major,80,82,81,14,0,13,36
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,187701588,161,Minor,59,62,60,12,0,5,44
Major Distribution,"Drake, 21 Savage",2,2022,11,4,154863153,131,Minor,91,23,55,1,0,7,32
