track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,141381703,125,Major,80,89,83,31,0,8,4
LALA,Myke Towers,1,2023,3,23,133716286,92,Major,71,61,74,7,0,10,4
vampire,Olivia Rodrigo,1,2023,6,30,140003974,138,Major,51,32,53,17,0,31,6
Cruel Summer,Taylor Swift,1,2019,8,23,800840817,170,Major,55,58,72,11,0,11,15
WHERE SHE GOES,Bad Bunny,1,2023,5,18,303236322,144,Minor,65,23,80,14,63,11,6
Sprinter,"Dave, Central Cee",2,2023,6,1,183706234,141,Major,92,66,58,19,0,8,24
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,725980112,148,Minor,67,83,76,48,0,8,3
Columbia,Quevedo,1,2023,7,7,58149378,100,Major,67,26,71,37,0,11,4
fukumean,Gunna,1,2023,5,15,95217315,130,Minor,85,22,62,12,0,28,9
La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,553634067,170,Minor,81,56,48,21,0,8,33
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,505671438,83,Minor,57,56,72,23,0,27,5
Super Shy,NewJeans,1,2023,7,7,58255150,150,Minor,78,52,82,18,0,15,7
Flowers,Miley Cyrus,1,2023,1,12,1316855716,118,Major,71,65,68,6,0,3,7
Daylight,David Kushner,1,2023,4,14,387570742,130,Minor,51,32,43,83,0,9,3
As It Was,Harry Styles,1,2022,3,31,2513188493,174,Minor,52,66,73,34,0,31,6
Kill Bill,SZA,1,2022,12,8,1163093654,89,Major,64,43,73,5,17,16,4
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,496795686,120,Minor,78,76,59,43,0,34,3
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,2023,7,13,30546883,78,Major,44,14,9,96,0,10,3
Classy 101,"Feid, Young Miko",2,2023,3,31,335222234,100,Major,86,67,66,14,0,12,16
Like Crazy,Jimin,1,2023,3,24,363369738,120,Major,63,36,73,0,0,36,4
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,86444842,140,Minor,65,87,74,22,0,42,4
I Can See You (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Version) (From The ,Taylor Swift,1,2023,7,7,52135248,123,Major,69,82,76,6,0,6,3
I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,1297026226,135,Minor,48,44,42,12,2,11,3
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,200647221,133,Minor,85,81,67,26,0,12,5
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,115364561,99,Major,85,83,68,7,0,36,20
SABOR FRESA,Fuerza Regida,1,2023,6,22,78300654,130,Minor,79,96,86,9,0,9,9
Calm Down (with Selena Gomez),"RÃ¯Â¿Â½Ã¯Â¿Â½ma, Selena G",2,2022,3,25,899183384,107,Major,80,82,80,43,0,14,4
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,61245289,122,Minor,81,74,71,14,0,56,4
Last Night,Morgan Wallen,1,2023,1,31,429829812,204,Major,52,52,68,46,0,15,4
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,127408954,110,Minor,67,78,85,2,0,33,5
Rush,Troye Sivan,1,2023,7,13,22581161,126,Minor,74,35,84,0,0,11,6
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,52294266,168,Major,56,63,87,39,0,11,5
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,843957510,98,Minor,71,17,61,36,0,8,5
Anti-Hero,Taylor Swift,1,2022,10,21,999748277,97,Major,64,51,63,12,0,19,5
TQG,"Karol G, Shakira",2,2023,2,23,618990393,180,Minor,72,61,63,67,0,9,28
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,123122413,120,Major,81,63,68,11,0,11,4
FrÃ¯Â¿Â½Ã¯Â¿Â½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,188933502,150,Major,61,39,73,37,0,11,3
Blank Space,Taylor Swift,1,2014,1,1,1355959075,96,Major,75,57,68,9,0,13,6
Style,Taylor Swift,1,2014,1,1,786181836,95,Major,60,48,79,0,0,12,4
TQM,Fuerza Regida,1,2023,5,19,176553476,125,Minor,79,96,85,27,0,11,6
El Azul,"Junior H, Peso Pluma",2,2023,2,10,354495408,144,Minor,56,84,65,23,0,10,6
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,2808096550,90,Major,76,91,50,54,0,7,5
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,1109433169,128,Minor,56,38,97,4,0,35,4
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,1047101291,79,Major,56,58,56,37,0,11,10
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,65156199,144,Major,77,75,58,52,0,23,25
Angels Like You,Miley Cyrus,1,2020,11,27,570515054,122,Major,67,49,64,10,0,10,3
I Ain't Worried,OneRepublic,1,2022,5,13,1085685420,140,Major,71,82,81,11,0,6,5
Die For You,The Weeknd,1,2016,11,24,1647990401,134,Minor,59,51,52,9,0,15,7
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,2565529693,186,Major,68,49,59,16,0,13,28
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,518745108,67,Minor,53,50,53,23,0,44,7
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,107753850,106,Minor,72,17,64,7,0,10,5
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,177740666,128,Major,60,23,91,0,0,12,3
AMARGURA,Karol G,1,2023,2,24,153372011,107,Minor,92,55,70,18,0,15,7
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,57876440,130,Minor,67,96,88,12,19,8,4
Another Love,Tom Odell,1,2012,10,15,1813673666,123,Minor,45,13,54,70,0,9,4
Blinding Lights,The Weeknd,1,2019,11,29,3703895074,171,Major,50,38,80,0,0,9,7
Moonlight,Kali Uchis,1,2023,2,24,256483385,137,Minor,64,88,72,51,0,17,5
La Bachata,Manuel Turizo,1,2022,5,26,1214083358,125,Minor,84,85,68,58,0,22,4
S91,Karol G,1,2023,7,14,16011326,128,Minor,86,42,72,59,0,9,19
cardigan,Taylor Swift,1,2020,7,24,812019557,130,Minor,61,53,58,55,0,27,4
TÃ¯Â¿Â½Ã¯Â¿,"dennis, MC Kevin o Chris",2,2023,5,4,111947664,130,Major,86,59,96,50,1,9,5
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,156338624,133,Major,70,86,81,25,0,25,5
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,720434240,101,Major,88,72,59,62,0,9,3
BESO,"Rauw Alejandro, ROSALÃ¯Â¿Â½",2,2023,3,24,357925728,95,Minor,77,53,64,74,0,17,14
Hey Mor,"Ozuna, Feid",2,2022,10,6,674072710,98,Minor,90,40,59,0,0,10,29
Yellow,Chris Molitor,1,1999,1,1,1755214421,173,Major,43,28,66,0,0,23,3
Karma,Taylor Swift,1,2022,10,21,404562836,90,Major,64,10,62,7,0,48,7
People,Libianca,1,2022,12,2,373199958,198,Minor,59,71,42,55,0,10,7
Overdrive,Post Malone,1,2023,7,14,14780425,140,Major,56,48,73,0,0,35,4
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,39578178,82,Major,51,22,53,1,0,15,3
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,54266102,130,Minor,77,84,89,17,0,43,5
Heat Waves,Glass Animals,1,2020,6,28,2557975762,81,Major,76,53,53,44,0,9,9
golden hour,JVKE,1,2022,7,15,751134527,94,Minor,51,14,59,65,18,25,3
Sweater Weather,The Neighbourhood,1,2012,5,14,2282771485,124,Major,61,41,81,5,2,10,3
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,1356565093,128,Major,62,55,78,1,3,23,4
Viva La Vida,Coldplay,1,2008,1,1,1592909789,138,Minor,49,42,62,9,0,11,3
Here With Me,d4vd,1,2022,7,17,635412045,132,Major,58,27,48,50,0,12,3
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,1230675890,131,Major,71,24,47,1,0,27,9
Yandel 150,"Yandel, Feid",2,2022,12,20,585695368,168,Minor,78,58,73,5,0,10,7
CORAZÃ¯Â¿Â½Ã¯Â¿Â½N VA,Maria Becerra,1,2023,6,22,43857627,98,Major,68,40,79,33,0,30,6
Riptide,Vance Joy,1,1975,1,1,2009094673,102,Major,48,50,73,43,0,15,4
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,600976848,101,Major,34,32,57,78,0,20,3
Novidade na Ã¯Â¿Â½Ã¯Â¿,"Mc Livinho, DJ Matt D",2,2023,6,23,39709092,130,Major,63,36,34,76,0,35,9
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,39228929,142,Major,50,20,64,1,0,12,3
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,2665343922,170,Major,59,48,76,4,0,10,5
El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,223633238,124,Minor,78,70,68,3,1,11,4
Someone You Loved,Lewis Capaldi,1,2018,11,8,2887241814,110,Major,50,45,41,75,0,11,3
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,1440757818,92,Minor,91,43,71,9,0,9,8
Makeba,Jain,1,2015,6,22,165484133,116,Major,82,40,66,39,51,25,7
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,58054811,129,Major,63,84,82,70,8,9,7
Fast Car,Luke Combs,1,2023,3,24,157058870,98,Major,71,67,60,19,0,12,3
What It Is (Solo Version),Doechii,1,2023,3,17,95131998,172,Minor,74,76,76,6,0,10,9
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,250305248,150,Major,68,14,76,4,0,10,4
DonÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Bl,Taylor Swift,1,2017,11,8,685032533,136,Minor,62,19,53,11,0,6,4
Still With You,Jung Kook,1,2020,6,5,38411956,88,Minor,53,34,47,9,0,83,4
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,144565150,143,Major,83,69,44,15,0,10,33
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,127567540,100,Minor,49,17,35,71,9,11,3
Snooze,SZA,1,2022,12,9,399686758,143,Major,56,39,55,14,0,11,13
Summertime Sadness,Lana Del Rey,1,2011,1,1,983637508,112,Minor,56,24,66,7,0,12,3
Take Two,BTS,1,2023,6,9,118482347,93,Major,62,57,59,3,0,38,3
Lover,Taylor Swift,1,2012,1,1,882831184,206,Major,43,50,55,50,0,15,10
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,286400165,88,Minor,68,17,71,15,0,11,5
Chemical,Post Malone,1,2023,4,14,172825906,170,Major,50,37,90,0,0,12,5
Mockingbird,Eminem,1,2004,1,1,1241559043,84,Minor,62,24,67,21,0,13,28
New Jeans,NewJeans,1,2023,7,7,29562220,134,Minor,81,53,72,51,0,12,5
Primera Cita,Carin Leon,1,2022,4,20,77309611,158,Major,54,50,40,61,0,10,6
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,1605224506,116,Major,80,92,80,4,0,10,3
Dandelions,Ruth B.,1,2017,4,28,1116995633,117,Major,61,45,69,2,0,9,3
Bones,Imagine Dragons,1,2021,3,11,838079900,114,Minor,77,65,72,2,0,7,5
Set Fire to the Rain,Adele,1,2011,1,1,1163620694,108,Minor,61,47,68,0,0,13,3
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,1093605526,144,Minor,74,37,53,7,0,21,10
Tak Segampang Itu,Anggi Marito,1,2022,12,2,179659294,130,Major,51,18,44,76,0,11,3
LAGUNAS,"Jasiel NuÃ¯Â¿Â½Ã¯Â¿Â½ez, Peso P",2,2023,6,22,39058561,116,Major,77,79,62,33,1,15,3
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,36912123,121,Major,65,49,78,0,0,17,4
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,1205951614,112,Major,64,54,81,36,0,11,6
No Role Modelz,J. Cole,1,2014,12,9,1791000570,100,Minor,70,47,52,30,0,6,33
Tattoo,Loreen,1,2023,2,25,201660859,150,Minor,55,30,78,24,0,12,8
Rara Vez,"Taiu, Milo j",2,2023,2,8,248088961,120,Minor,84,96,71,18,0,34,17
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, BeÃ¯Â¿Â½Ã¯",3,2023,5,12,90839753,127,Minor,82,89,85,4,0,23,6
august,Taylor Swift,1,2020,7,24,607123776,90,Major,51,42,61,53,0,9,3
LUNA,"Junior H, Peso Pluma",2,2023,6,22,55842345,128,Minor,75,79,63,33,0,15,4
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,211050784,143,Major,64,31,87,4,4,8,4
Nonsense,Sabrina Carpenter,1,2022,7,15,342897938,139,Major,74,68,68,3,0,26,4
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,2762,162,Major,49,78,64,19,0,11,4
Por las Noches,Peso Pluma,1,2021,6,11,330346424,92,Major,81,39,60,31,0,7,3
Feliz CumpleaÃ¯Â¿Â½Ã¯Â¿Â½os Fe,Feid,1,2022,8,19,601863821,95,Major,87,57,55,10,0,29,7
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,1953533826,146,Major,63,88,93,3,0,10,8
Watermelon Sugar,Harry Styles,1,2019,11,17,2322580122,95,Major,55,56,82,12,0,34,5
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,2355719893,115,Minor,35,12,30,93,0,10,3
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,66902503,128,Major,78,59,65,10,0,26,5
Queencard,(G)I-DLE,1,2023,5,15,96273746,130,Minor,82,69,83,3,0,27,5
OMG,NewJeans,1,2023,1,2,430977451,127,Minor,80,74,77,36,0,11,4
Radio,Lana Del Rey,1,2011,1,1,284819874,150,Major,42,20,86,21,0,9,9
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,721975598,122,Minor,78,50,63,27,0,9,5
505,Arctic Monkeys,1,2007,4,20,1217120710,140,Major,52,20,85,0,0,7,5
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,109276132,140,Major,63,22,54,46,0,12,8
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,276259178,119,Minor,75,48,53,18,0,18,34
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,54225632,110,Minor,76,96,72,32,0,9,4
Perfect,Ed Sheeran,1,2017,1,1,2559529074,95,Major,60,17,45,16,0,11,2
Romantic Homicide,d4vd,1,2022,7,20,681583126,132,Major,56,20,55,45,1,32,3
Believer,Imagine Dragons,1,2017,1,31,2594040133,125,Minor,77,74,78,4,0,23,11
Novo BalanÃ¯Â¿Â½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,81102253,124,Minor,84,65,50,67,0,13,6
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,11956641,133,Minor,93,68,65,42,0,12,25
Without Me,Eminem,1,2002,1,1,1687664027,112,Major,92,67,66,0,0,36,9
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,11599388,97,Major,79,92,89,5,0,6,5
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,611700552,90,Minor,59,52,48,38,5,10,11
Ojitos Lindos,"Bomba EstÃ¯Â¿Â½Ã¯Â¿Â½reo, Bad B",2,2022,5,6,1133865788,80,Minor,65,27,69,8,0,53,4
Somewhere Only We Know,Keane,1,2004,1,1,1089402494,172,Major,45,33,59,6,0,8,3
Those Eyes,New West,1,2019,5,10,411747614,120,Major,60,24,35,73,0,31,3
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,255932395,140,Minor,74,96,80,18,0,5,5
Mi Bello Angel,Natanael Cano,1,2023,6,30,31873544,128,Minor,81,90,77,1,0,9,5
Bye,Peso Pluma,1,2023,5,26,95053634,122,Major,78,70,81,57,0,10,5
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,1279434863,130,Major,47,86,92,8,0,5,24
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,233801632,160,Major,69,61,71,33,0,31,20
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1481349984,144,Major,73,87,70,6,0,28,5
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,142095275,192,Major,50,85,52,11,0,28,6
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,618885532,163,Major,54,40,67,0,0,9,17
Counting Stars,OneRepublic,1,2013,1,1,2011464183,122,Minor,66,48,71,6,0,12,4
Ghost,Justin Bieber,1,2021,3,19,1167330737,154,Major,61,41,74,21,0,40,6
Under The Influence,Chris Brown,1,2019,10,4,929964809,117,Minor,73,31,69,6,0,11,4
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,436027885,138,Minor,78,89,83,10,0,12,5
Gasolina,Daddy Yankee,1,2004,7,13,657723613,96,Major,86,74,80,33,0,8,6
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,2713922350,104,Major,77,36,63,1,0,36,5
Enchanted,Taylor Swift,1,2010,1,1,621660989,164,Major,45,24,62,8,0,16,3
Save Your Tears,The Weeknd,1,2020,3,20,1591223784,118,Major,68,61,82,2,0,50,3
Sure Thing,Miguel,1,2010,5,25,950906471,81,Minor,68,51,60,3,0,19,10
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,1593270737,117,Major,82,73,45,54,0,7,3
The Night We Met,Lord Huron,1,2015,2,2,1410088830,174,Major,45,10,37,97,25,64,4
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,1235005533,128,Major,73,60,77,3,0,11,4
When I Was Your Man,Bruno Mars,1,2012,12,5,1661187319,145,Major,60,43,27,94,0,14,4
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,1374581173,150,Minor,65,51,55,73,0,14,3
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,94186466,90,Minor,60,13,53,4,0,21,4
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,1788326445,85,Major,55,42,53,17,0,22,3
Demons,Imagine Dragons,1,2012,1,1,1840364617,180,Major,33,38,71,20,0,28,5
Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,YOASOBI,1,2023,4,12,143573775,166,Major,57,84,94,11,0,37,9
Reminder,The Weeknd,1,2016,11,25,684675814,160,Major,71,40,50,16,0,16,22
Shake It Off,Taylor Swift,1,2014,1,1,1113838873,160,Major,65,95,80,5,0,41,16
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,1267333350,92,Major,70,81,63,4,0,8,4
SNAP,Rosa Linn,1,2022,3,19,726307468,170,Major,56,53,64,11,0,45,6
Shape of You,Ed Sheeran,1,2017,1,6,3562543890,96,Minor,83,93,65,58,0,9,8
Night Changes,One Direction,1,2014,11,17,1131090940,120,Major,67,40,52,86,0,12,4
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,307370144,98,Major,70,37,54,6,0,9,8
Creep,Radiohead,1,1992,9,21,1271293243,92,Major,53,12,34,1,0,12,4
Car's Outside,James Arthur,1,2019,10,18,265882712,150,Major,34,24,56,4,0,11,3
Apocalypse,Cigarettes After Sex,1,2017,3,21,841749534,94,Major,37,17,47,2,46,11,3
Cheques,Shubh,1,2023,5,19,47956378,90,Minor,74,36,63,26,0,27,5
Pink + White,Frank Ocean,1,2016,8,20,806397070,160,Major,54,54,55,67,0,42,11
Circles,Post Malone,1,2019,8,30,2132335812,120,Major,70,59,75,24,0,9,4
Just The Way You Are,Bruno Mars,1,2010,1,1,1641426668,109,Major,63,46,85,1,0,9,5
Take Me To Church,Hozier,1,2013,9,13,2135158446,129,Minor,57,41,66,63,0,12,5
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,367316268,157,Major,54,75,60,30,0,7,5
You Belong With Me (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Ve,Taylor Swift,1,2021,4,9,350381515,130,Major,63,49,73,5,0,9,3
Titi Me PreguntÃ¯Â¿,Bad Bunny,1,2022,5,6,1264310836,107,Minor,65,19,72,10,0,13,25
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,30343206,146,Minor,50,67,89,0,0,19,8
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,405136812,139,Minor,48,37,41,32,0,10,10
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,1145727611,116,Major,74,76,70,7,0,13,3
Es un Secreto,Plan B,1,2010,7,20,540654286,95,Minor,84,52,77,12,0,7,4
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,57312735,170,Minor,62,55,80,15,0,37,7
Ditto,NewJeans,1,2022,12,19,397582059,134,Minor,81,18,64,3,0,10,11
Take On Me,a-ha,1,1984,10,19,1479115056,84,Minor,57,86,90,2,0,9,5
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,86773632,146,Minor,61,20,48,21,0,12,6
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,133753727,74,Minor,53,24,67,11,0,10,28
AcrÃ¯Â¿Â½Ã¯Â¿Â½s,Shakira,1,2023,5,11,123124076,144,Major,75,35,48,84,0,10,12
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,463564958,136,Minor,77,79,73,15,0,27,10
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,64533040,100,Major,56,53,55,53,0,12,4
S-Class,Stray Kids,1,2023,6,2,65496046,105,Minor,89,67,78,9,0,7,33
Hits Different,Taylor Swift,1,2023,5,26,68616963,106,Major,67,24,78,15,0,30,4
Chanel,"Becky G, Peso Pluma",2,2023,3,30,161460990,132,Major,85,53,68,40,0,9,4
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,70106975,120,Major,78,5,30,21,0,13,5
Area Codes,"Kaliii, Kaliii",2,2023,3,17,113509496,155,Major,82,51,39,2,0,9,49
Abcdario,"Junior H, Eden MuÃ¯Â¿Â½Ã¯",2,2023,5,13,89933133,129,Major,70,42,43,78,0,11,3
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,71007139,135,Minor,80,85,74,62,0,8,9
PiÃ¯Â¿Â½Ã¯Â¿Â½man DeÃ¯Â¿,"Semicenk, DoÃ¯Â¿Â½Ã¯Â¿Â½u ",2,2023,6,2,43522589,98,Minor,73,45,62,28,0,13,13
FLOWER,JISOO,1,2023,3,31,232896922,124,Minor,84,64,39,3,0,11,4
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,37126685,135,Minor,77,28,55,18,0,22,15
Eyes Closed,Ed Sheeran,1,2023,3,23,195576623,107,Major,78,39,53,30,0,11,6
Escapism.,"RAYE, 070 Shake",2,2022,10,12,532336353,96,Major,54,25,74,14,0,9,11
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,538115192,123,Major,71,58,70,30,0,32,19
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,46142772,90,Major,62,7,62,6,0,58,6
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,401036314,117,Minor,72,45,59,14,0,20,21
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,127026613,133,Minor,78,90,84,31,0,7,4
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,345031710,96,Minor,74,61,83,11,0,35,6
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,288101651,149,Major,66,85,60,40,0,14,13
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,60350538,110,Minor,66,32,40,81,0,11,3
Players,Coi Leray,1,2022,11,30,335074782,105,Major,95,62,52,3,0,5,16
Bite Me,ENHYPEN,1,2023,5,22,76767396,105,Major,80,69,78,28,0,11,14
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,46065667,134,Major,76,61,58,6,0,16,3
Normal,Feid,1,2022,7,8,459276435,170,Minor,71,59,56,4,0,27,12
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,39666245,81,Major,59,26,60,46,1,25,13
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,138517666,154,Major,63,75,92,31,0,91,5
Bad Habit,Steve Lacy,1,2022,6,29,822633917,169,Major,69,69,51,63,0,38,4
CUFF IT,BeyoncÃ¯Â¿,1,2022,7,29,595900742,115,Major,78,64,69,4,0,7,14
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,51985779,84,Minor,43,14,74,1,0,19,8
69,"Nicky Jam, Feid",2,2023,5,18,57945987,93,Major,79,58,62,11,0,11,23
NiÃ¯Â¿Â½Ã¯Â¿Â½a Bo,"Sean Paul, Feid",2,2023,4,21,115010040,91,Major,82,47,62,10,0,10,15
Search & Rescue,Drake,1,2023,4,7,175097833,142,Minor,82,54,44,6,0,33,7
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, BeyoncÃ¯Â¿",2,2023,5,19,57089066,126,Major,78,20,70,1,0,16,4
Lavender Haze,Taylor Swift,1,2022,10,21,488386797,97,Major,73,10,44,26,0,16,8
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,32761689,101,Major,92,59,51,41,51,26,8
Efecto,Bad Bunny,1,2022,5,6,1047480053,98,Minor,80,23,48,14,0,6,5
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,153454328,154,Major,59,63,89,18,0,80,9
Cupido,Tini,1,2023,2,14,217672943,120,Major,91,63,58,52,0,31,22
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,457184829,150,Major,49,4,55,7,0,6,3
